<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230316;135400;75509.0000000;75510.0000000;75492.0000000;75506.0000000;946
20230316;135500;75508.0000000;75508.0000000;75482.0000000;75484.0000000;482
20230316;135600;75484.0000000;75491.0000000;75450.0000000;75477.0000000;2880
20230316;135700;75480.0000000;75486.0000000;75471.0000000;75485.0000000;458
20230316;135800;75486.0000000;75486.0000000;75433.0000000;75440.0000000;3905
20230316;135900;75441.0000000;75453.0000000;75431.0000000;75453.0000000;1112
20230316;141500;75453.0000000;75453.0000000;75346.0000000;75366.0000000;6717
20230316;141600;75366.0000000;75407.0000000;75333.0000000;75407.0000000;4170
20230316;141700;75407.0000000;75458.0000000;75394.0000000;75433.0000000;4247
20230316;141800;75437.0000000;75456.0000000;75412.0000000;75450.0000000;3157
20230316;141900;75450.0000000;75457.0000000;75440.0000000;75455.0000000;3496
20230316;142000;75455.0000000;75458.0000000;75447.0000000;75453.0000000;3793
20230316;142100;75451.0000000;75456.0000000;75421.0000000;75440.0000000;3698
20230316;142200;75440.0000000;75443.0000000;75419.0000000;75435.0000000;1467
20230316;142300;75439.0000000;75450.0000000;75431.0000000;75448.0000000;2298
20230316;142400;75448.0000000;75453.0000000;75441.0000000;75443.0000000;903
20230316;142500;75447.0000000;75450.0000000;75441.0000000;75449.0000000;982
20230316;142600;75449.0000000;75456.0000000;75447.0000000;75456.0000000;1479
20230316;142700;75456.0000000;75458.0000000;75451.0000000;75458.0000000;2265
20230316;142800;75458.0000000;75458.0000000;75455.0000000;75458.0000000;924
20230316;142900;75458.0000000;75458.0000000;75451.0000000;75452.0000000;588
20230316;143000;75452.0000000;75456.0000000;75448.0000000;75449.0000000;522
20230316;143100;75449.0000000;75456.0000000;75446.0000000;75456.0000000;500
20230316;143200;75456.0000000;75458.0000000;75430.0000000;75431.0000000;4067
20230316;143300;75430.0000000;75440.0000000;75428.0000000;75440.0000000;712
20230316;143400;75440.0000000;75440.0000000;75436.0000000;75440.0000000;634
20230316;143500;75440.0000000;75440.0000000;75433.0000000;75437.0000000;661
20230316;143600;75437.0000000;75438.0000000;75432.0000000;75434.0000000;885
20230316;143700;75435.0000000;75437.0000000;75418.0000000;75420.0000000;1228
20230316;143800;75419.0000000;75437.0000000;75413.0000000;75431.0000000;929
20230316;143900;75431.0000000;75436.0000000;75419.0000000;75433.0000000;590
20230316;144000;75433.0000000;75433.0000000;75425.0000000;75430.0000000;775
20230316;144100;75430.0000000;75433.0000000;75421.0000000;75429.0000000;627
20230316;144200;75429.0000000;75433.0000000;75400.0000000;75414.0000000;2600
20230316;144300;75416.0000000;75420.0000000;75370.0000000;75383.0000000;2030
20230316;144400;75381.0000000;75405.0000000;75372.0000000;75405.0000000;1896
20230316;144500;75405.0000000;75426.0000000;75397.0000000;75417.0000000;1889
20230316;144600;75418.0000000;75431.0000000;75409.0000000;75426.0000000;872
20230316;144700;75424.0000000;75431.0000000;75417.0000000;75427.0000000;517
20230316;144800;75430.0000000;75432.0000000;75425.0000000;75430.0000000;517
20230316;144900;75432.0000000;75435.0000000;75425.0000000;75435.0000000;774
20230316;145000;75434.0000000;75437.0000000;75433.0000000;75437.0000000;521
20230316;145100;75437.0000000;75438.0000000;75429.0000000;75437.0000000;1056
20230316;145200;75436.0000000;75440.0000000;75410.0000000;75411.0000000;2361
20230316;145300;75415.0000000;75417.0000000;75407.0000000;75417.0000000;1050
20230316;145400;75417.0000000;75418.0000000;75413.0000000;75414.0000000;565
20230316;145500;75414.0000000;75419.0000000;75413.0000000;75418.0000000;859
20230316;145600;75419.0000000;75419.0000000;75410.0000000;75414.0000000;1046
20230316;145700;75414.0000000;75420.0000000;75411.0000000;75416.0000000;2990
20230316;145800;75415.0000000;75420.0000000;75414.0000000;75420.0000000;925
20230316;145900;75419.0000000;75420.0000000;75418.0000000;75418.0000000;2288
20230316;150000;75418.0000000;75420.0000000;75405.0000000;75407.0000000;2576
20230316;150100;75408.0000000;75420.0000000;75405.0000000;75406.0000000;1331
20230316;150200;75406.0000000;75410.0000000;75400.0000000;75404.0000000;1621
20230316;150300;75403.0000000;75408.0000000;75392.0000000;75402.0000000;825
20230316;150400;75399.0000000;75410.0000000;75387.0000000;75410.0000000;753
20230316;150500;75409.0000000;75410.0000000;75404.0000000;75409.0000000;873
20230316;150600;75410.0000000;75420.0000000;75409.0000000;75420.0000000;823
20230316;150700;75420.0000000;75420.0000000;75410.0000000;75416.0000000;1265
20230316;150800;75416.0000000;75419.0000000;75413.0000000;75413.0000000;606
20230316;150900;75416.0000000;75416.0000000;75405.0000000;75413.0000000;915
20230316;151000;75413.0000000;75419.0000000;75409.0000000;75419.0000000;785
20230316;151100;75419.0000000;75420.0000000;75380.0000000;75387.0000000;1316
20230316;151200;75386.0000000;75420.0000000;75382.0000000;75415.0000000;1735
20230316;151300;75415.0000000;75419.0000000;75405.0000000;75418.0000000;533
20230316;151400;75418.0000000;75419.0000000;75411.0000000;75419.0000000;383
20230316;151500;75418.0000000;75419.0000000;75411.0000000;75419.0000000;434
20230316;151600;75419.0000000;75420.0000000;75418.0000000;75420.0000000;1018
20230316;151700;75420.0000000;75420.0000000;75419.0000000;75420.0000000;1240
20230316;151800;75420.0000000;75420.0000000;75409.0000000;75415.0000000;1009
20230316;151900;75415.0000000;75420.0000000;75406.0000000;75406.0000000;1656
